Unnamed: 0	season	division	round	localTeam	visitorTeam	localGoals	visitorGoals	date	timestamp
33024	2013-14	1	9	Valladolid	Sevilla	2	2	20/10/2013	1382220000
33025	2013-14	1	9	Celta de Vigo	Levante	0	1	21/10/2013	1382306400
33026	2013-14	1	9	Atletico de Bilbao	Villarreal	2	0	21/10/2013	1382306400
33027	2013-14	1	10	Rayo Vallecano	Valladolid	0	3	25/10/2013	1382652000
33028	2013-14	1	10	Malaga	Celta de Vigo	0	5	26/10/2013	1382738400
33029	2013-14	1	10	Barcelona	Real Madrid	2	1	26/10/2013	1382738400
33030	2013-14	1	10	Elche	Granada	0	1	26/10/2013	1382738400
33031	2013-14	1	10	Levante	Espanol	3	0	26/10/2013	1382738400
33032	2013-14	1	10	Sevilla	Osasuna	2	1	27/10/2013	1382824800
33033	2013-14	1	10	Villarreal	Valencia	4	1	27/10/2013	1382824800
33034	2013-14	1	10	Real Sociedad	Almeria	3	0	27/10/2013	1382824800
33035	2013-14	1	10	Atletico de Madrid	Betis	5	0	27/10/2013	1382824800
33036	2013-14	1	10	Getafe	Atletico de Bilbao	0	1	28/10/2013	1382914800
33037	2013-14	1	11	Espanol	Malaga	0	0	29/10/2013	1383001200
33038	2013-14	1	11	Celta de Vigo	Barcelona	0	3	29/10/2013	1383001200
33039	2013-14	1	11	Valladolid	Real Sociedad	2	2	30/10/2013	1383087600
33040	2013-14	1	11	Valencia	Almeria	1	2	30/10/2013	1383087600
33041	2013-14	1	11	Real Madrid	Sevilla	7	3	30/10/2013	1383087600
33042	2013-14	1	11	Osasuna	Rayo Vallecano	3	1	30/10/2013	1383087600
33043	2013-14	1	11	Villarreal	Getafe	0	2	31/10/2013	1383174000
33044	2013-14	1	11	Granada	Atletico de Madrid	1	2	31/10/2013	1383174000
33045	2013-14	1	11	Atletico de Bilbao	Elche	2	2	31/10/2013	1383174000
33046	2013-14	1	11	Betis	Levante	0	0	31/10/2013	1383174000
33047	2013-14	1	12	Barcelona	Espanol	1	0	01/11/2013	1383260400
33048	2013-14	1	12	Real Sociedad	Osasuna	5	0	02/11/2013	1383346800
33049	2013-14	1	12	Almeria	Valladolid	1	0	02/11/2013	1383346800
33050	2013-14	1	12	Rayo Vallecano	Real Madrid	2	3	02/11/2013	1383346800
33051	2013-14	1	12	Sevilla	Celta de Vigo	0	1	02/11/2013	1383346800
33052	2013-14	1	12	Getafe	Valencia	0	1	03/11/2013	1383433200
33053	2013-14	1	12	Atletico de Madrid	Atletico de Bilbao	2	0	03/11/2013	1383433200
33054	2013-14	1	12	Levante	Granada	0	1	03/11/2013	1383433200
33055	2013-14	1	12	Malaga	Betis	3	2	03/11/2013	1383433200
33056	2013-14	1	12	Elche	Villarreal	0	1	04/11/2013	1383519600
33057	2013-14	1	13	Osasuna	Almeria	0	1	08/11/2013	1383865200
33058	2013-14	1	13	Granada	Malaga	3	1	08/11/2013	1383865200
33059	2013-14	1	13	Real Madrid	Real Sociedad	5	1	09/11/2013	1383951600
33060	2013-14	1	13	Getafe	Elche	1	1	09/11/2013	1383951600
33061	2013-14	1	13	Atletico de Bilbao	Levante	2	1	09/11/2013	1383951600
33062	2013-14	1	13	Celta de Vigo	Rayo Vallecano	0	2	09/11/2013	1383951600
33063	2013-14	1	13	Espanol	Sevilla	1	3	10/11/2013	1384038000
33064	2013-14	1	13	Valencia	Valladolid	2	2	10/11/2013	1384038000
33065	2013-14	1	13	Villarreal	Atletico de Madrid	1	1	10/11/2013	1384038000
33066	2013-14	1	13	Betis	Barcelona	1	4	10/11/2013	1384038000
33067	2013-14	1	14	Valladolid	Osasuna	0	1	22/11/2013	1385074800
33068	2013-14	1	14	Barcelona	Granada	4	0	23/11/2013	1385161200
33069	2013-14	1	14	Real Sociedad	Celta de Vigo	4	3	23/11/2013	1385161200
33070	2013-14	1	14	Almeria	Real Madrid	0	5	23/11/2013	1385161200
33071	2013-14	1	14	Atletico de Madrid	Getafe	7	0	23/11/2013	1385161200
33072	2013-14	1	14	Levante	Villarreal	0	3	24/11/2013	1385247600
33073	2013-14	1	14	Rayo Vallecano	Espanol	1	4	24/11/2013	1385247600
33074	2013-14	1	14	Elche	Valencia	2	1	24/11/2013	1385247600
33075	2013-14	1	14	Sevilla	Betis	4	0	24/11/2013	1385247600
33076	2013-14	1	14	Malaga	Atletico de Bilbao	1	2	25/11/2013	1385334000
33077	2013-14	1	15	Getafe	Levante	1	0	29/11/2013	1385679600
33078	2013-14	1	15	Villarreal	Malaga	1	1	29/11/2013	1385679600
33079	2013-14	1	15	Elche	Atletico de Madrid	0	2	30/11/2013	1385766000
33080	2013-14	1	15	Celta de Vigo	Almeria	3	1	30/11/2013	1385766000
33081	2013-14	1	15	Real Madrid	Valladolid	4	0	30/11/2013	1385766000
33082	2013-14	1	15	Espanol	Real Sociedad	1	2	30/11/2013	1385766000
33083	2013-14	1	15	Betis	Rayo Vallecano	2	2	01/12/2013	1385852400
33084	2013-14	1	15	Granada	Sevilla	1	2	01/12/2013	1385852400
33085	2013-14	1	15	Valencia	Osasuna	3	0	01/12/2013	1385852400
33086	2013-14	1	15	Atletico de Bilbao	Barcelona	1	0	01/12/2013	1385852400
33087	2013-14	1	16	Levante	Elche	2	1	13/12/2013	1386889200
33088	2013-14	1	16	Osasuna	Real Madrid	2	2	14/12/2013	1386975600
33089	2013-14	1	16	Rayo Vallecano	Granada	0	2	14/12/2013	1386975600
33090	2013-14	1	16	Barcelona	Villarreal	2	1	14/12/2013	1386975600
33091	2013-14	1	16	Malaga	Getafe	1	0	14/12/2013	1386975600
33092	2013-14	1	16	Almeria	Espanol	0	0	15/12/2013	1387062000
33093	2013-14	1	16	Real Sociedad	Betis	5	1	15/12/2013	1387062000
33094	2013-14	1	16	Sevilla	Atletico de Bilbao	1	1	15/12/2013	1387062000
33095	2013-14	1	16	Atletico de Madrid	Valencia	3	0	15/12/2013	1387062000
33096	2013-14	1	16	Valladolid	Celta de Vigo	3	0	16/12/2013	1387148400
33097	2013-14	1	17	Elche	Malaga	0	1	20/12/2013	1387494000
33098	2013-14	1	17	Villarreal	Sevilla	1	2	21/12/2013	1387580400
33099	2013-14	1	17	Betis	Almeria	0	1	21/12/2013	1387580400
33100	2013-14	1	17	Atletico de Madrid	Levante	3	2	21/12/2013	1387580400
33101	2013-14	1	17	Granada	Real Sociedad	1	3	21/12/2013	1387580400
33102	2013-14	1	17	Espanol	Valladolid	4	2	22/12/2013	1387666800
33103	2013-14	1	17	Getafe	Barcelona	2	5	22/12/2013	1387666800
33104	2013-14	1	17	Atletico de Bilbao	Rayo Vallecano	2	1	22/12/2013	1387666800
33105	2013-14	1	17	Celta de Vigo	Osasuna	1	1	22/12/2013	1387666800
33106	2013-14	1	17	Valencia	Real Madrid	2	3	22/12/2013	1387666800
33107	2013-14	1	18	Malaga	Atletico de Madrid	0	1	04/01/2014	1388790000
33108	2013-14	1	18	Valladolid	Betis	0	0	04/01/2014	1388790000
33109	2013-14	1	18	Valencia	Levante	2	0	04/01/2014	1388790000
33110	2013-14	1	18	Almeria	Granada	3	0	04/01/2014	1388790000
33111	2013-14	1	18	Sevilla	Getafe	3	0	05/01/2014	1388876400
33112	2013-14	1	18	Barcelona	Elche	4	0	05/01/2014	1388876400
33113	2013-14	1	18	Osasuna	Espanol	1	0	05/01/2014	1388876400
33114	2013-14	1	18	Real Sociedad	Atletico de Bilbao	2	0	05/01/2014	1388876400
33115	2013-14	1	18	Real Madrid	Celta de Vigo	3	0	06/01/2014	1388962800
33116	2013-14	1	18	Rayo Vallecano	Villarreal	2	5	06/01/2014	1388962800
33117	2013-14	1	19	Granada	Valladolid	4	0	10/01/2014	1389308400
33118	2013-14	1	19	Atletico de Bilbao	Almeria	6	1	11/01/2014	1389394800
33119	2013-14	1	19	Celta de Vigo	Valencia	2	1	11/01/2014	1389394800
33120	2013-14	1	19	Atletico de Madrid	Barcelona	0	0	11/01/2014	1389394800
33121	2013-14	1	19	Elche	Sevilla	1	1	11/01/2014	1389394800
33122	2013-14	1	19	Getafe	Rayo Vallecano	0	1	12/01/2014	1389481200
33123	2013-14	1	19	Betis	Osasuna	1	2	12/01/2014	1389481200
33124	2013-14	1	19	Espanol	Real Madrid	0	1	12/01/2014	1389481200
33125	2013-14	1	19	Levante	Malaga	1	0	12/01/2014	1389481200
33126	2013-14	1	19	Villarreal	Real Sociedad	5	1	13/01/2014	1389567600
33127	2013-14	1	20	Malaga	Valencia	0	0	17/01/2014	1389913200
33128	2013-14	1	20	Betis	Real Madrid	0	5	18/01/2014	1389999600
33129	2013-14	1	20	Elche	Rayo Vallecano	2	0	18/01/2014	1389999600
33130	2013-14	1	20	Granada	Osasuna	0	0	18/01/2014	1389999600
33131	2013-14	1	20	Espanol	Celta de Vigo	1	0	18/01/2014	1389999600
33132	2013-14	1	20	Getafe	Real Sociedad	2	2	19/01/2014	1390086000
33133	2013-14	1	20	Villarreal	Almeria	2	0	19/01/2014	1390086000
33134	2013-14	1	20	Levante	Barcelona	1	1	19/01/2014	1390086000
33135	2013-14	1	20	Atletico de Madrid	Sevilla	1	1	19/01/2014	1390086000
33136	2013-14	1	20	Atletico de Bilbao	Valladolid	4	2	20/01/2014	1390172400
33137	2013-14	1	21	Celta de Vigo	Betis	4	2	24/01/2014	1390518000
33138	2013-14	1	21	Real Madrid	Granada	2	0	25/01/2014	1390604400
33139	2013-14	1	21	Valladolid	Villarreal	1	0	25/01/2014	1390604400
33140	2013-14	1	21	Valencia	Espanol	2	2	25/01/2014	1390604400
33141	2013-14	1	21	Sevilla	Levante	2	3	25/01/2014	1390604400
33142	2013-14	1	21	Almeria	Getafe	1	0	26/01/2014	1390690800
33143	2013-14	1	21	Osasuna	Atletico de Bilbao	1	5	26/01/2014	1390690800
33144	2013-14	1	21	Rayo Vallecano	Atletico de Madrid	2	4	26/01/2014	1390690800
33145	2013-14	1	21	Barcelona	Malaga	3	0	26/01/2014	1390690800
33146	2013-14	1	21	Real Sociedad	Elche	4	0	27/01/2014	1390777200
33147	2013-14	1	22	Granada	Celta de Vigo	1	2	31/01/2014	1391122800
33148	2013-14	1	22	Barcelona	Valencia	2	3	01/02/2014	1391209200
33149	2013-14	1	22	Levante	Rayo Vallecano	0	0	01/02/2014	1391209200
33150	2013-14	1	22	Getafe	Valladolid	0	0	01/02/2014	1391209200
33151	2013-14	1	22	Malaga	Sevilla	3	2	01/02/2014	1391209200
33152	2013-14	1	22	Elche	Almeria	1	0	02/02/2014	1391295600
33153	2013-14	1	22	Betis	Espanol	2	0	02/02/2014	1391295600
33154	2013-14	1	22	Atletico de Madrid	Real Sociedad	4	0	02/02/2014	1391295600
33155	2013-14	1	22	Atletico de Bilbao	Real Madrid	1	1	02/02/2014	1391295600
33156	2013-14	1	22	Villarreal	Osasuna	3	1	03/02/2014	1391382000
33157	2013-14	1	23	Espanol	Granada	1	0	07/02/2014	1391727600
33158	2013-14	1	23	Valencia	Betis	5	0	08/02/2014	1391814000
33159	2013-14	1	23	Rayo Vallecano	Malaga	4	1	08/02/2014	1391814000
33160	2013-14	1	23	Real Madrid	Villarreal	4	2	08/02/2014	1391814000
33161	2013-14	1	23	Almeria	Atletico de Madrid	2	0	08/02/2014	1391814000
33162	2013-14	1	23	Osasuna	Getafe	2	0	09/02/2014	1391900400
33163	2013-14	1	23	Valladolid	Elche	2	2	09/02/2014	1391900400
33164	2013-14	1	23	Real Sociedad	Levante	0	0	09/02/2014	1391900400
33165	2013-14	1	23	Sevilla	Barcelona	1	4	09/02/2014	1391900400
33166	2013-14	1	23	Celta de Vigo	Atletico de Bilbao	0	0	10/02/2014	1391986800
33167	2013-14	1	24	Elche	Osasuna	0	0	14/02/2014	1392332400
33168	2013-14	1	24	Atletico de Madrid	Valladolid	3	0	15/02/2014	1392418800
33169	2013-14	1	24	Levante	Almeria	1	0	15/02/2014	1392418800
33170	2013-14	1	24	Barcelona	Rayo Vallecano	6	0	15/02/2014	1392418800
33171	2013-14	1	24	Villarreal	Celta de Vigo	0	2	15/02/2014	1392418800
33172	2013-14	1	24	Granada	Betis	1	0	16/02/2014	1392505200
33173	2013-14	1	24	Getafe	Real Madrid	0	3	16/02/2014	1392505200
33174	2013-14	1	24	Atletico de Bilbao	Espanol	1	2	16/02/2014	1392505200
33175	2013-14	1	24	Sevilla	Valencia	0	0	16/02/2014	1392505200
33176	2013-14	1	24	Malaga	Real Sociedad	0	1	17/02/2014	1392591600
33177	2013-14	1	25	Valladolid	Levante	1	1	21/02/2014	1392937200
33178	2013-14	1	25	Real Madrid	Elche	3	0	22/02/2014	1393023600
33179	2013-14	1	25	Celta de Vigo	Getafe	1	1	22/02/2014	1393023600
33180	2013-14	1	25	Real Sociedad	Barcelona	3	1	22/02/2014	1393023600
33181	2013-14	1	25	Almeria	Malaga	0	0	22/02/2014	1393023600
33182	2013-14	1	25	Rayo Vallecano	Sevilla	0	1	23/02/2014	1393110000
33183	2013-14	1	25	Betis	Atletico de Bilbao	0	2	23/02/2014	1393110000
33184	2013-14	1	25	Valencia	Granada	2	1	23/02/2014	1393110000
33185	2013-14	1	25	Osasuna	Atletico de Madrid	3	0	23/02/2014	1393110000
33186	2013-14	1	25	Espanol	Villarreal	1	2	24/02/2014	1393196400
33187	2013-14	1	26	Atletico de Bilbao	Granada	4	0	28/02/2014	1393542000
33188	2013-14	1	26	Malaga	Valladolid	1	1	01/03/2014	1393628400
33189	2013-14	1	26	Levante	Osasuna	2	0	01/03/2014	1393628400
33190	2013-14	1	26	Getafe	Espanol	0	0	01/03/2014	1393628400
33191	2013-14	1	26	Elche	Celta de Vigo	1	0	01/03/2014	1393628400
33192	2013-14	1	26	Villarreal	Betis	1	1	02/03/2014	1393714800
33193	2013-14	1	26	Atletico de Madrid	Real Madrid	2	2	02/03/2014	1393714800
33194	2013-14	1	26	Sevilla	Real Sociedad	1	0	02/03/2014	1393714800
33195	2013-14	1	26	Barcelona	Almeria	4	1	02/03/2014	1393714800
33196	2013-14	1	26	Rayo Vallecano	Valencia	1	0	02/03/2014	1393714800
33197	2013-14	1	27	Valladolid	Barcelona	1	0	08/03/2014	1394233200
33198	2013-14	1	27	Betis	Getafe	2	0	08/03/2014	1394233200
33199	2013-14	1	27	Celta de Vigo	Atletico de Madrid	0	2	08/03/2014	1394233200
33200	2013-14	1	27	Granada	Villarreal	2	0	08/03/2014	1394233200
33201	2013-14	1	27	Espanol	Elche	3	1	09/03/2014	1394319600
33202	2013-14	1	27	Almeria	Sevilla	1	3	09/03/2014	1394319600
33203	2013-14	1	27	Real Madrid	Levante	3	0	09/03/2014	1394319600
33204	2013-14	1	27	Valencia	Atletico de Bilbao	1	1	09/03/2014	1394319600
33205	2013-14	1	27	Osasuna	Malaga	0	2	10/03/2014	1394406000
33206	2013-14	1	27	Real Sociedad	Rayo Vallecano	2	3	10/03/2014	1394406000
33207	2013-14	1	28	Getafe	Granada	3	3	14/03/2014	1394751600
33208	2013-14	1	28	Levante	Celta de Vigo	0	1	15/03/2014	1394838000
33209	2013-14	1	28	Rayo Vallecano	Almeria	3	1	15/03/2014	1394838000
33210	2013-14	1	28	Malaga	Real Madrid	0	1	15/03/2014	1394838000
33211	2013-14	1	28	Atletico de Madrid	Espanol	1	0	15/03/2014	1394838000
33212	2013-14	1	28	Elche	Betis	0	0	16/03/2014	1394924400
33213	2013-14	1	28	Barcelona	Osasuna	7	0	16/03/2014	1394924400
33214	2013-14	1	28	Sevilla	Valladolid	4	1	16/03/2014	1394924400
33215	2013-14	1	28	Real Sociedad	Valencia	1	0	16/03/2014	1394924400
33216	2013-14	1	28	Villarreal	Atletico de Bilbao	1	1	17/03/2014	1395010800
33217	2013-14	1	29	Celta de Vigo	Malaga	0	2	21/03/2014	1395356400
33218	2013-14	1	29	Granada	Elche	1	0	22/03/2014	1395442800
33219	2013-14	1	29	Espanol	Levante	0	0	22/03/2014	1395442800
33220	2013-14	1	29	Valladolid	Rayo Vallecano	1	1	22/03/2014	1395442800
33221	2013-14	1	29	Atletico de Bilbao	Getafe	1	0	22/03/2014	1395442800
33222	2013-14	1	29	Osasuna	Sevilla	1	2	23/03/2014	1395529200
33223	2013-14	1	29	Betis	Atletico de Madrid	0	2	23/03/2014	1395529200
33224	2013-14	1	29	Valencia	Villarreal	2	1	23/03/2014	1395529200
33225	2013-14	1	29	Real Madrid	Barcelona	3	4	23/03/2014	1395529200
33226	2013-14	1	29	Almeria	Real Sociedad	4	3	24/03/2014	1395615600
33227	2013-14	1	30	Malaga	Espanol	1	2	25/03/2014	1395702000
33228	2013-14	1	30	Elche	Atletico de Bilbao	0	0	25/03/2014	1395702000
33229	2013-14	1	30	Barcelona	Celta de Vigo	3	0	26/03/2014	1395788400
33230	2013-14	1	30	Rayo Vallecano	Osasuna	1	0	26/03/2014	1395788400
33231	2013-14	1	30	Atletico de Madrid	Granada	1	0	26/03/2014	1395788400
33232	2013-14	1	30	Sevilla	Real Madrid	2	1	26/03/2014	1395788400
33233	2013-14	1	30	Getafe	Villarreal	0	1	27/03/2014	1395874800
33234	2013-14	1	30	Real Sociedad	Valladolid	1	0	27/03/2014	1395874800
33235	2013-14	1	30	Levante	Betis	1	3	27/03/2014	1395874800
33236	2013-14	1	30	Almeria	Valencia	2	2	27/03/2014	1395874800
33237	2013-14	1	31	Espanol	Barcelona	0	1	29/03/2014	1396047600
33238	2013-14	1	31	Celta de Vigo	Sevilla	1	0	29/03/2014	1396047600
33239	2013-14	1	31	Atletico de Bilbao	Atletico de Madrid	1	2	29/03/2014	1396047600
33240	2013-14	1	31	Real Madrid	Rayo Vallecano	5	0	29/03/2014	1396047600
33241	2013-14	1	31	Valladolid	Almeria	1	0	30/03/2014	1396134000
33242	2013-14	1	31	Osasuna	Real Sociedad	1	1	30/03/2014	1396134000
33243	2013-14	1	31	Villarreal	Elche	1	1	30/03/2014	1396134000
33244	2013-14	1	31	Valencia	Getafe	1	3	30/03/2014	1396134000
33245	2013-14	1	31	Granada	Levante	0	2	31/03/2014	1396216800
33246	2013-14	1	31	Betis	Malaga	1	2	31/03/2014	1396216800
33247	2013-14	1	32	Almeria	Osasuna	1	2	04/04/2014	1396562400
33248	2013-14	1	32	Atletico de Madrid	Villarreal	1	0	05/04/2014	1396648800
33249	2013-14	1	32	Barcelona	Betis	3	1	05/04/2014	1396648800
33250	2013-14	1	32	Real Sociedad	Real Madrid	0	4	05/04/2014	1396648800
33251	2013-14	1	32	Rayo Vallecano	Celta de Vigo	3	0	05/04/2014	1396648800
33252	2013-14	1	32	Malaga	Granada	4	1	06/04/2014	1396735200
33253	2013-14	1	32	Elche	Getafe	1	0	06/04/2014	1396735200
33254	2013-14	1	32	Sevilla	Espanol	4	1	06/04/2014	1396735200
33255	2013-14	1	32	Valladolid	Valencia	0	0	06/04/2014	1396735200
33256	2013-14	1	32	Levante	Atletico de Bilbao	1	2	07/04/2014	1396821600
33257	2013-14	1	33	Osasuna	Valladolid	0	0	11/04/2014	1397167200
33258	2013-14	1	33	Celta de Vigo	Real Sociedad	2	2	12/04/2014	1397253600
33259	2013-14	1	33	Villarreal	Levante	1	0	12/04/2014	1397253600
33260	2013-14	1	33	Granada	Barcelona	1	0	12/04/2014	1397253600
33261	2013-14	1	33	Real Madrid	Almeria	4	0	12/04/2014	1397253600
33262	2013-14	1	33	Betis	Sevilla	0	2	13/04/2014	1397340000
33263	2013-14	1	33	Valencia	Elche	2	1	13/04/2014	1397340000
33264	2013-14	1	33	Getafe	Atletico de Madrid	0	2	13/04/2014	1397340000
33265	2013-14	1	33	Espanol	Rayo Vallecano	2	2	13/04/2014	1397340000
33266	2013-14	1	33	Atletico de Bilbao	Malaga	3	0	14/04/2014	1397426400
33267	2013-14	1	34	Atletico de Madrid	Elche	2	0	18/04/2014	1397772000
33268	2013-14	1	34	Osasuna	Valencia	1	1	19/04/2014	1397858400
33269	2013-14	1	34	Levante	Getafe	0	0	19/04/2014	1397858400
33270	2013-14	1	34	Real Sociedad	Espanol	2	1	19/04/2014	1397858400
33271	2013-14	1	34	Almeria	Celta de Vigo	2	4	20/04/2014	1397944800
33272	2013-14	1	34	Rayo Vallecano	Betis	3	1	20/04/2014	1397944800
33273	2013-14	1	34	Sevilla	Granada	4	0	20/04/2014	1397944800
33274	2013-14	1	34	Barcelona	Atletico de Bilbao	2	1	20/04/2014	1397944800
33275	2013-14	1	34	Malaga	Villarreal	2	0	21/04/2014	1398031200
33276	2013-14	1	34	Valladolid	Real Madrid	1	1	07/05/2014	1399413600
33277	2013-14	1	35	Elche	Levante	1	1	25/04/2014	1398376800
33278	2013-14	1	35	Granada	Rayo Vallecano	0	3	26/04/2014	1398463200
33279	2013-14	1	35	Getafe	Malaga	1	0	26/04/2014	1398463200
33280	2013-14	1	35	Real Madrid	Osasuna	4	0	26/04/2014	1398463200
33281	2013-14	1	35	Betis	Real Sociedad	0	1	26/04/2014	1398463200
33282	2013-14	1	35	Espanol	Almeria	1	2	27/04/2014	1398549600
33283	2013-14	1	35	Valencia	Atletico de Madrid	0	1	27/04/2014	1398549600
33284	2013-14	1	35	Atletico de Bilbao	Sevilla	3	1	27/04/2014	1398549600
33285	2013-14	1	35	Villarreal	Barcelona	2	3	27/04/2014	1398549600
33286	2013-14	1	35	Celta de Vigo	Valladolid	4	1	28/04/2014	1398636000
33287	2013-14	1	36	Rayo Vallecano	Atletico de Bilbao	0	3	02/05/2014	1398981600
33288	2013-14	1	36	Barcelona	Getafe	2	2	03/05/2014	1399068000
33289	2013-14	1	36	Malaga	Elche	0	1	03/05/2014	1399068000
33290	2013-14	1	36	Osasuna	Celta de Vigo	0	2	03/05/2014	1399068000
33291	2013-14	1	36	Valladolid	Espanol	1	0	03/05/2014	1399068000
33292	2013-14	1	36	Almeria	Betis	3	2	04/05/2014	1399154400
33293	2013-14	1	36	Levante	Atletico de Madrid	2	0	04/05/2014	1399154400
33294	2013-14	1	36	Sevilla	Villarreal	0	0	04/05/2014	1399154400
33295	2013-14	1	36	Real Madrid	Valencia	2	2	04/05/2014	1399154400
33296	2013-14	1	36	Real Sociedad	Granada	1	1	05/05/2014	1399240800
33297	2013-14	1	37	Villarreal	Rayo Vallecano	4	0	10/05/2014	1399672800
33298	2013-14	1	37	Levante	Valencia	2	0	10/05/2014	1399672800
33299	2013-14	1	37	Atletico de Bilbao	Real Sociedad	1	1	11/05/2014	1399759200
33300	2013-14	1	37	Atletico de Madrid	Malaga	1	1	11/05/2014	1399759200
33301	2013-14	1	37	Elche	Barcelona	0	0	11/05/2014	1399759200
33302	2013-14	1	37	Getafe	Sevilla	1	0	11/05/2014	1399759200
33303	2013-14	1	37	Granada	Almeria	0	2	11/05/2014	1399759200
33304	2013-14	1	37	Betis	Valladolid	4	3	11/05/2014	1399759200
33305	2013-14	1	37	Espanol	Osasuna	1	1	11/05/2014	1399759200
33306	2013-14	1	37	Celta de Vigo	Real Madrid	2	0	11/05/2014	1399759200
33307	2013-14	1	38	Malaga	Levante	1	0	16/05/2014	1400191200
33308	2013-14	1	38	Real Madrid	Espanol	3	1	17/05/2014	1400277600
33309	2013-14	1	38	Barcelona	Atletico de Madrid	1	1	17/05/2014	1400277600
33310	2013-14	1	38	Valencia	Celta de Vigo	2	1	17/05/2014	1400277600
33311	2013-14	1	38	Real Sociedad	Villarreal	1	2	18/05/2014	1400364000
33312	2013-14	1	38	Rayo Vallecano	Getafe	1	2	18/05/2014	1400364000
33313	2013-14	1	38	Almeria	Atletico de Bilbao	0	0	18/05/2014	1400364000
33314	2013-14	1	38	Valladolid	Granada	0	1	18/05/2014	1400364000
33315	2013-14	1	38	Osasuna	Betis	2	1	18/05/2014	1400364000
33316	2013-14	1	38	Sevilla	Elche	3	1	18/05/2014	1400364000
33779	2014-15	1	1	Malaga	Atletico de Bilbao	1	0	23/08/2014	1408744800
33780	2014-15	1	1	Sevilla	Valencia	1	1	23/08/2014	1408744800
33781	2014-15	1	1	Granada	Deportivo	2	1	23/08/2014	1408744800
33782	2014-15	1	1	Almeria	Espanol	1	1	23/08/2014	1408744800
33783	2014-15	1	1	Eibar	Real Sociedad	1	0	24/08/2014	1408831200
33784	2014-15	1	1	Celta de Vigo	Getafe	3	1	24/08/2014	1408831200
33785	2014-15	1	1	Barcelona	Elche	3	0	24/08/2014	1408831200
33786	2014-15	1	1	Levante	Villarreal	0	2	24/08/2014	1408831200
33787	2014-15	1	1	Real Madrid	Cordoba	2	0	25/08/2014	1408917600
33788	2014-15	1	1	Rayo Vallecano	Atletico de Madrid	0	0	25/08/2014	1408917600
33789	2014-15	1	2	Getafe	Almeria	1	0	29/08/2014	1409263200
33790	2014-15	1	2	Valencia	Malaga	3	0	29/08/2014	1409263200
33791	2014-15	1	2	Cordoba	Celta de Vigo	1	1	30/08/2014	1409349600
33792	2014-15	1	2	Atletico de Bilbao	Levante	3	0	30/08/2014	1409349600
33793	2014-15	1	2	Atletico de Madrid	Eibar	2	1	30/08/2014	1409349600
33794	2014-15	1	2	Espanol	Sevilla	1	2	30/08/2014	1409349600
33795	2014-15	1	2	Villarreal	Barcelona	0	1	31/08/2014	1409436000
33796	2014-15	1	2	Real Sociedad	Real Madrid	4	2	31/08/2014	1409436000
33797	2014-15	1	2	Deportivo	Rayo Vallecano	2	2	31/08/2014	1409436000
33798	2014-15	1	2	Elche	Granada	1	1	31/08/2014	1409436000
33799	2014-15	1	3	Almeria	Cordoba	1	1	12/09/2014	1410472800
33800	2014-15	1	3	Barcelona	Atletico de Bilbao	2	0	13/09/2014	1410559200
33801	2014-15	1	3	Celta de Vigo	Real Sociedad	2	2	13/09/2014	1410559200
33802	2014-15	1	3	Malaga	Levante	0	0	13/09/2014	1410559200
33803	2014-15	1	3	Real Madrid	Atletico de Madrid	1	2	13/09/2014	1410559200
33804	2014-15	1	3	Rayo Vallecano	Elche	2	3	14/09/2014	1410645600
33805	2014-15	1	3	Valencia	Espanol	3	1	14/09/2014	1410645600
33806	2014-15	1	3	Sevilla	Getafe	2	0	14/09/2014	1410645600
33807	2014-15	1	3	Granada	Villarreal	0	0	14/09/2014	1410645600
33808	2014-15	1	3	Eibar	Deportivo	0	1	15/09/2014	1410732000
33809	2014-15	1	4	Elche	Eibar	0	2	19/09/2014	1411077600
33810	2014-15	1	4	Deportivo	Real Madrid	2	8	20/09/2014	1411164000
33811	2014-15	1	4	Atletico de Bilbao	Granada	0	1	20/09/2014	1411164000
33812	2014-15	1	4	Atletico de Madrid	Celta de Vigo	2	2	20/09/2014	1411164000
33813	2014-15	1	4	Espanol	Malaga	2	2	20/09/2014	1411164000
33814	2014-15	1	4	Real Sociedad	Almeria	1	2	21/09/2014	1411250400
33815	2014-15	1	4	Villarreal	Rayo Vallecano	4	2	21/09/2014	1411250400
33816	2014-15	1	4	Cordoba	Sevilla	1	3	21/09/2014	1411250400
33817	2014-15	1	4	Levante	Barcelona	0	5	21/09/2014	1411250400
33818	2014-15	1	4	Getafe	Valencia	0	3	22/09/2014	1411336800
33819	2014-15	1	5	Real Madrid	Elche	5	1	23/09/2014	1411423200
33820	2014-15	1	5	Celta de Vigo	Deportivo	2	1	23/09/2014	1411423200
33821	2014-15	1	5	Almeria	Atletico de Madrid	0	1	24/09/2014	1411509600
33822	2014-15	1	5	Eibar	Villarreal	1	1	24/09/2014	1411509600
33823	2014-15	1	5	Rayo Vallecano	Atletico de Bilbao	2	1	24/09/2014	1411509600
33824	2014-15	1	5	Sevilla	Real Sociedad	1	0	24/09/2014	1411509600
33825	2014-15	1	5	Granada	Levante	0	1	24/09/2014	1411509600
33826	2014-15	1	5	Malaga	Barcelona	0	0	24/09/2014	1411509600
33827	2014-15	1	5	Espanol	Getafe	2	0	25/09/2014	1411596000
33828	2014-15	1	5	Valencia	Cordoba	3	0	25/09/2014	1411596000
